USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
IL,17201,1785216,Winnebago County,1329745720,15107861,513.418,5.833,42.337396,-89.161205
IL,17203,1785231,Woodford County,1367025008,38410923,527.811,14.831,40.789789,-89.210607
IN,18001,450401,Adams County,878078799,2430642,339.028,0.938,40.745733,-84.93613
IN,18003,450402,Allen County,1702454352,6999604,657.321,2.703,41.091855,-85.07223
IN,18005,451683,Bartholomew County,1053850604,6814131,406.894,2.631,39.205843,-85.897999
IN,18007,450403,Benton County,1052616452,236033,406.418,0.091,40.600945,-87.314846
IN,18009,450404,Blackford County,427554635,1303566,165.08,0.503,40.472672,-85.32373
IN,18011,450405,Boone County,1095336144,877936,422.912,0.339,40.050892,-86.469014
IN,18013,451684,Brown County,808029632,12040223,311.982,4.649,39.192864,-86.239728
IN,18015,450406,Carroll County,964066247,7227489,372.228,2.791,40.58498,-86.565141
IN,18017,450339,Cass County,1067475955,6974424,412.155,2.693,40.753799,-86.355168
IN,18019,450340,Clark County,965626431,9244302,372.83,3.569,38.476217,-85.711122
IN,18021,450341,Clay County,926094203,7133798,357.567,2.754,39.393951,-87.115837
IN,18023,450342,Clinton County,1049119208,461117,405.067,0.178,40.305944,-86.477567
IN,18025,451674,Crawford County,791601707,7974816,305.639,3.079,38.289433,-86.440871
IN,18027,450343,Daviess County,1112370962,19127827,429.489,7.385,38.694546,-87.072759
IN,18029,450344,Dearborn County,790033700,6168665,305.034,2.382,39.148321,-84.973497
IN,18031,450345,Decatur County,964946213,1955471,372.568,0.755,39.30598,-85.499831
IN,18033,450346,DeKalb County,939732067,2657420,362.833,1.026,41.401189,-85.000185
IN,18035,450347,Delaware County,1015607268,9792758,392.128,3.781,40.227543,-85.399262
IN,18037,451675,Dubois County,1106624776,20884562,427.27,8.064,38.373344,-86.873385
IN,18039,450348,Elkhart County,1199614703,12423390,463.174,4.797,41.600693,-85.863986
IN,18041,450349,Fayette County,556901540,366408,215.021,0.141,39.639655,-85.185032
IN,18043,450350,Floyd County,383288306,2645487,147.988,1.021,38.317936,-85.911474
IN,18045,450351,Fountain County,1024769250,5734092,395.666,2.214,40.121237,-87.234872
IN,18047,450352,Franklin County,995670497,17143494,384.431,6.619,39.409762,-85.066964
IN,18049,450353,Fulton County,954118209,7454415,368.387,2.878,41.050384,-86.265006
IN,18051,450354,Gibson County,1262606257,30223916,487.495,11.67,38.317398,-87.580523
IN,18053,450355,Grant County,1072452767,2133507,414.076,0.824,40.515758,-85.654946
IN,18055,451676,Greene County,1405058705,8861022,542.496,3.421,39.047147,-87.004771
IN,18057,450356,Hamilton County,1021268168,21038494,394.314,8.123,40.053646,-86.021726
IN,18059,450357,Hancock County,792580867,2610512,306.017,1.008,39.82253,-85.773162
IN,18061,451677,Harrison County,1254889453,5193189,484.516,2.005,38.18644,-86.103681
IN,18063,450358,Hendricks County,1053849184,4880845,406.893,1.885,39.768963,-86.509908
IN,18065,450359,Henry County,1014954777,7655158,391.876,2.956,39.929591,-85.397363
IN,18067,450360,Howard County,758858971,2394185,292.997,0.924,40.483537,-86.114118
IN,18069,450361,Huntington County,991056505,13133894,382.649,5.071,40.826394,-85.478597
IN,18071,451678,Jackson County,1319119292,11910481,509.315,4.599,38.911957,-86.042516
IN,18073,450494,Jasper County,1449431946,4560470,559.629,1.761,41.017688,-87.118814
IN,18075,450362,Jay County,994310101,458556,383.905,0.177,40.434972,-85.00338
IN,18077,450363,Jefferson County,934033344,5844616,360.632,2.257,38.783604,-85.44009
IN,18079,450364,Jennings County,975364217,4546213,376.59,1.755,38.996234,-85.628111
IN,18081,450365,Johnson County,829909418,3525572,320.43,1.361,39.495986,-86.0946
IN,18083,450366,Knox County,1336514522,20754774,516.031,8.013,38.688391,-87.420354
IN,18085,450367,Kosciusko County,1376372907,59498372,531.421,22.972,41.244293,-85.861575
IN,18087,450368,LaGrange County,983237252,18317909,379.63,7.073,41.642468,-85.426302
IN,18089,450495,Lake County,1292514974,330463488,499.043,127.593,41.472247,-87.374337
IN,18091,450507,LaPorte County,1549659085,38675577,598.327,14.933,41.549013,-86.744739
IN,18093,451703,Lawrence County,1163367041,7122898,449.179,2.75,38.839815,-86.48782
IN,18095,450370,Madison County,1170457650,2559342,451.916,0.988,40.166203,-85.722454
IN,18097,450371,Marion County,1026600417,17191063,396.373,6.638,39.782976,-86.135794
IN,18099,450372,Marshall County,1148993902,15834723,443.629,6.114,41.325003,-86.269036
IN,18101,451679,Martin County,869615716,12033249,335.761,4.646,38.705322,-86.801847
IN,18103,450373,Miami County,968246955,9184625,373.842,3.546,40.772881,-86.044258
IN,18105,451680,Monroe County,1021811758,43504254,394.524,16.797,39.160751,-86.523325
IN,18107,450374,Montgomery County,1306954206,2144021,504.618,0.828,40.040296,-86.892715
IN,18109,450375,Morgan County,1046324518,14089948,403.988,5.44,39.482646,-86.447457
IN,18111,450376,Newton County,1040539916,4349506,401.755,1.679,40.962399,-87.402172
IN,18113,450377,Noble County,1064079612,17066449,410.843,6.589,41.40468,-85.417271
IN,18115,450378,Ohio County,223101879,3352213,86.14,1.294,38.940527,-84.964299
IN,18117,451681,Orange County,1031818419,25393791,398.387,9.805,38.547381,-86.489257
IN,18119,450379,Owen County,997921791,6541718,385.3,2.526,39.317339,-86.838845
IN,18121,450380,Parke County,1151747431,13683945,444.692,5.283,39.77425,-87.19695
IN,18123,451682,Perry County,988668629,11817655,381.727,4.563,38.081436,-86.62654
IN,18125,450381,Pike County,865677126,17752830,334.24,6.854,38.397898,-87.232532
IN,18127,450382,Porter County,1082777927,268632959,418.063,103.72,41.509916,-87.071313
IN,18129,450383,Posey County,1060787800,25259380,409.572,9.753,38.027614,-87.868653
IN,18131,446852,Pulaski County,1123146088,2291536,433.649,0.885,41.045272,-86.692538
IN,18133,450384,Putnam County,1244586416,5585380,480.538,2.157,39.665548,-86.853373
IN,18135,446853,Randolph County,1171656634,2420286,452.379,0.934,40.164174,-85.005481
IN,18137,450385,Ripley County,1156236796,4237459,446.426,1.636,39.10023,-85.260541
IN,18139,446854,Rush County,1057035490,872270,408.124,0.337,39.622357,-85.466403
IN,18141,452855,St. Joseph County,1185912671,9070408,457.883,3.502,41.617699,-86.288159
IN,18143,450386,Scott County,493126044,6089001,190.397,2.351,38.679431,-85.751898
IN,18145,450387,Shelby County,1064866371,4167805,411.147,1.609,39.524135,-85.792174
IN,18147,450388,Spencer County,1027689677,12000002,396.793,4.633,38.009697,-87.010375
IN,18149,450389,Starke County,800657647,7951314,309.136,3.07,41.284478,-86.644636
IN,18151,450390,Steuben County,799725144,35458838,308.776,13.691,41.643467,-85.002405
IN,18153,450391,Sullivan County,1157992150,18162494,447.103,7.013,39.089225,-87.415843
IN,18155,450392,Switzerland County,571436384,7267095,220.633,2.806,38.825854,-85.029681
IN,18157,450393,Tippecanoe County,1294484149,8910176,499.803,3.44,40.38913,-86.893555
IN,18159,450394,Tipton County,674797595,68028,260.541,0.026,40.310229,-86.056207
IN,18161,450395,Union County,417568568,10238515,161.224,3.953,39.623111,-84.925152
IN,18163,450396,Vanderburgh County,604741974,7352001,233.492,2.839,38.02007,-87.586166
IN,18165,450397,Vermillion County,665311752,7904759,256.878,3.052,39.854045,-87.462071
IN,18167,450398,Vigo County,1044993096,18068475,403.474,6.976,39.429143,-87.390375
IN,18169,450399,Wabash County,1068206218,22115988,412.437,8.539,40.843747,-85.795192
IN,18171,450400,Warren County,944520565,4466121,364.681,1.724,40.352658,-87.375847
IN,18173,450335,Warrick County,996945714,15874469,384.923,6.129,38.097728,-87.272049
IN,18175,451665,Washington County,1330542687,7441757,513.725,2.873,38.600613,-86.104751
IN,18177,450336,Wayne County,1040508997,6732251,401.743,2.599,39.863091,-85.006735
IN,18179,450337,Wells County,953341274,5596376,368.087,2.161,40.735273,-85.212974
IN,18181,450338,White County,1308269852,9203227,505.126,3.553,40.75095,-86.864293
IN,18183,450369,Whitley County,869120480,6073937,335.569,2.345,41.136426,-85.501892
IA,19001,465190,Adair County,1474404192,2597996,569.271,1.003,41.328528,-94.478164
IA,19003,465191,Adams County,1096700776,5353404,423.439,2.067,41.021656,-94.696906
IA,19005,465192,Allamakee County,1655214181,50995532,639.082,19.689,43.274964,-91.382751
IA,19007,465193,Appanoose County,1287983053,49083874,497.293,18.951,40.744296,-92.873061
IA,19009,465194,Audubon County,1147264555,1152260,442.961,0.445,41.679178,-94.904312
IA,19011,465195,Benton County,1855117304,5760770,716.265,2.224,42.092547,-92.05763
IA,19013,465196,Black Hawk County,1465331814,17900142,565.768,6.911,42.471541,-92.308033
IA,19015,465197,Boone County,1480356901,5364808,571.569,2.071,42.038601,-93.938363
IA,19017,465198,Bremer County,1127879045,10172987,435.477,3.928,42.780895,-92.327356
IA,19019,465199,Buchanan County,1478934774,5427659,571.02,2.096,42.470328,-91.838666
IA,19021,465200,Buena Vista County,1488989044,13791664,574.902,5.325,42.741522,-95.141432
IA,19023,465201,Butler County,1502536072,4209735,580.132,1.625,42.734708,-92.780066
IA,19025,465202,Calhoun County,1475895476,5873828,569.846,2.268,42.38617,-94.643683
IA,19027,465203,Carroll County,1474835090,2145349,569.437,0.828,42.039492,-94.867647
IA,19029,465204,Cass County,1461450805,1758815,564.269,0.679,41.333824,-94.933302
IA,19031,465205,Cedar County,1500730738,6385842,579.435,2.466,41.77236,-91.132611
IA,19033,465206,Cerro Gordo County,1471881729,17668265,568.297,6.822,43.074975,-93.250965
IA,19035,465207,Cherokee County,1494180445,423160,576.906,0.163,42.742737,-95.633262
IA,19037,465208,Chickasaw County,1306338755,3309323,504.38,1.278,43.059741,-92.31721
IA,19039,465209,Clarke County,1116716065,1524746,431.167,0.589,41.029191,-93.784096
IA,19041,465625,Clay County,1469139469,13866649,567.238,5.354,43.081224,-95.149875
IA,19043,465210,Clayton County,2016303676,36687945,778.499,14.165,42.840985,-91.323576
IA,19045,465211,Clinton County,1799830897,39514681,694.919,15.257,41.898073,-90.534243
IA,19047,465212,Crawford County,1849742968,2194272,714.19,0.847,42.043119,-95.38909
IA,19049,465213,Dallas County,1524025934,8466442,588.43,3.269,41.685321,-94.040707
IA,19051,465214,Davis County,1300661881,6904096,502.188,2.666,40.748089,-92.410345
IA,19053,465215,Decatur County,1377567359,4140764,531.882,1.599,40.736379,-93.78458
IA,19055,465216,Delaware County,1496381678,3082462,577.756,1.19,42.472937,-91.366767
IA,19057,465217,Des Moines County,1077714762,35334208,416.108,13.643,40.915339,-91.186925
IA,19059,465218,Dickinson County,985764407,60490790,380.606,23.356,43.389611,-95.196057
IA,19061,465219,Dubuque County,1575488097,21138791,608.299,8.162,42.463481,-90.878771
IA,19063,465220,Emmet County,1025328493,17196398,395.882,6.64,43.377984,-94.66937
IA,19065,465221,Fayette County,1892804711,1320705,730.816,0.51,42.864122,-91.840376
IA,19067,465222,Floyd County,1296631083,1942548,500.632,0.75,43.052741,-92.787367
IA,19069,465223,Franklin County,1507301130,1428932,581.972,0.552,42.736549,-93.271425
IA,19071,465224,Fremont County,1323873002,14214134,511.15,5.488,40.74259,-95.599182
IA,19073,465225,Greene County,1475183368,4255552,569.572,1.643,42.042494,-94.388703
IA,19075,465226,Grundy County,1299797760,94406,501.855,0.036,42.403323,-92.790261
IA,19077,465227,Guthrie County,1529698838,6355533,590.62,2.454,41.683573,-94.501272
IA,19079,465228,Hamilton County,1493776469,1965341,576.75,0.759,42.390768,-93.709198
IA,19081,465229,Hancock County,1478895000,5265568,571.005,2.033,43.075411,-93.743697
IA,19083,465230,Hardin County,1474507924,1773877,569.311,0.685,42.390208,-93.241669
IA,19085,465231,Harrison County,1804808356,12417701,696.84,4.795,41.688584,-95.827149
IA,19087,465232,Henry County,1124896597,5780301,434.325,2.232,40.985864,-91.54427
IA,19089,465233,Howard County,1225706340,927963,473.248,0.358,43.365312,-92.321908
IA,19091,465234,Humboldt County,1124967269,3406147,434.352,1.315,42.782221,-94.202775
IA,19093,465235,Ida County,1117599800,1406461,431.508,0.543,42.39186,-95.507421
IA,19095,465236,Iowa County,1518916016,2686847,586.457,1.037,41.683918,-92.059123
IA,19097,465237,Jackson County,1647332516,35141502,636.039,13.568,42.164281,-90.574596
IA,19099,465238,Jasper County,1891773574,6565706,730.418,2.535,41.685551,-93.054147
IA,19101,465239,Jefferson County,1127979900,3523325,435.515,1.36,41.00688,-91.967137
IA,19103,465240,Johnson County,1590355508,23595209,614.04,9.11,41.668737,-91.588813
IA,19105,465241,Jones County,1490850795,3582589,575.621,1.383,42.125118,-91.116914
IA,19107,465242,Keokuk County,1500067251,1929323,579.179,0.745,41.331182,-92.167721
IA,19109,465243,Kossuth County,2519361801,4125592,972.731,1.593,43.212478,-94.213983
IA,19111,465244,Lee County,1340377291,55290807,517.523,21.348,40.647588,-91.477157
IA,19113,465245,Linn County,1856718344,19740334,716.883,7.622,42.077951,-91.597674
IA,19115,465246,Louisa County,1040583104,40784329,401.771,15.747,41.218211,-91.256994
IA,19117,465247,Lucas County,1115257710,9852833,430.603,3.804,41.033344,-93.331467
IA,19119,465248,Lyon County,1522007061,334465,587.65,0.129,43.38358,-96.207201
IA,19121,465249,Madison County,1452999201,2983840,561.006,1.152,41.330622,-94.015184
IA,19123,465250,Mahaska County,1478527868,6564804,570.863,2.535,41.330797,-92.636366
IA,19125,465251,Marion County,1436252823,41358358,554.54,15.969,41.331455,-93.093849
IA,19127,465252,Marshall County,1482776067,1803080,572.503,0.696,42.041691,-92.981452
IA,19129,465253,Mills County,1132950326,8306492,437.435,3.207,41.033703,-95.619101
IA,19131,465254,Mitchell County,1215049037,1118416,469.133,0.432,43.348564,-92.784466
IA,19133,465255,Monona County,1797637863,12592242,694.072,4.862,42.049432,-95.956566
IA,19135,465256,Monroe County,1123317229,1522790,433.715,0.588,41.028847,-92.869642
IA,19137,465257,Montgomery County,1098405694,2410445,424.097,0.931,41.021735,-95.15779
IA,19139,465258,Muscatine County,1132986201,30253390,437.448,11.681,41.483776,-91.118699
IA,19141,465259,O'Brien County,1484154164,447448,573.035,0.173,43.083746,-95.625624
IA,19143,465260,Osceola County,1032593827,1835265,398.687,0.709,43.378542,-95.633788
IA,19145,465261,Page County,1385497562,1359120,534.944,0.525,40.73909,-95.14429
IA,19147,465262,Palo Alto County,1460349236,14480046,563.844,5.591,43.075337,-94.669055
IA,19149,465263,Plymouth County,2234715168,2176851,862.828,0.84,42.737585,-96.215864
IA,19151,465264,Pocahontas County,1495047132,3666526,577.241,1.416,42.734033,-94.678279
IA,19153,465265,Polk County,1485563114,46504048,573.579,17.955,41.684816,-93.568971
IA,19155,465266,Pottawattamie County,2461943632,22221146,950.562,8.58,41.340184,-95.544905
IA,19157,465267,Poweshiek County,1514929487,2977605,584.918,1.15,41.684526,-92.522882
IA,19159,465268,Ringgold County,1386934325,8721169,535.498,3.367,40.735334,-94.244251
IA,19161,465269,Sac County,1489300179,8569441,575.022,3.309,42.387526,-95.105224
IA,19163,465270,Scott County,1186445449,26214593,458.089,10.122,41.642079,-90.622289
IA,19165,465271,Shelby County,1530110538,1486125,590.779,0.574,41.679014,-95.308917
IA,19167,465272,Sioux County,1988761281,2921071,767.865,1.128,43.082646,-96.17801
IA,19169,465273,Story County,1483235260,2509634,572.68,0.969,42.037538,-93.466093
IA,19171,465274,Tama County,1867411153,2769421,721.012,1.069,42.074848,-92.529411
IA,19173,465275,Taylor County,1377618828,7133364,531.902,2.754,40.737949,-94.697108
IA,19175,465276,Union County,1097235771,5575853,423.645,2.153,41.02855,-94.245091
IA,19177,465277,Van Buren County,1255597360,14839917,484.789,5.73,40.754117,-91.952943
IA,19179,465278,Wapello County,1118460313,10829143,431.84,4.181,41.031263,-92.409482
IA,19181,465279,Warren County,1475844940,9125342,569.827,3.523,41.336862,-93.564222
IA,19183,465280,Washington County,1473322601,5353718,568.853,2.067,41.329401,-91.725052
IA,19185,465281,Wayne County,1360940441,4347639,525.462,1.679,40.739983,-93.332613
IA,19187,465282,Webster County,1853443705,7277624,715.619,2.81,42.433579,-94.175831
IA,19189,465283,Winnebago County,1037261948,3182052,400.489,1.229,43.378124,-93.743488
IA,19191,465284,Winneshiek County,1786750039,698598,689.868,0.27,43.292989,-91.850788
IA,19193,465285,Woodbury County,2260791000,12793693,872.896,4.94,42.39322,-96.053296
IA,19195,465286,Worth County,1036314932,4709127,400.123,1.818,43.373491,-93.248533
IA,19197,465287,Wright County,1503286986,4703964,580.422,1.816,42.733007,-93.734735
KS,20001,484970,Allen County,1295778918,13007243,500.303,5.022,37.884228,-95.300945
KS,20003,484971,Anderson County,1501277202,10586462,579.646,4.087,38.215114,-95.292046
KS,20005,484972,Atchison County,1116730109,6857567,431.172,2.648,39.532544,-95.313397
KS,20007,484973,Barber County,2937251506,5403867,1134.079,2.086,37.222906,-98.685052
KS,20009,484974,Barton County,2319076868,13555398,895.401,5.234,38.481239,-98.767837
KS,20011,484975,Bourbon County,1645861839,9377657,635.471,3.621,37.8561,-94.850928
KS,20013,484976,Brown County,1478552720,3196147,570.872,1.234,39.825931,-95.569905
KS,20015,484977,Butler County,3703340014,43150097,1429.868,16.66,37.773649,-96.83884
KS,20017,484978,Chase County,2002216770,12087996,773.06,4.667,38.299475,-96.594029
KS,20019,484979,Chautauqua County,1654693848,15243783,638.881,5.886,37.154259,-96.245396
KS,20021,484980,Cherokee County,1521793566,8948924,587.568,3.455,37.169392,-94.845698
KS,20023,484981,Cheyenne County,2641501925,2738021,1019.89,1.057,39.789918,-101.727326
KS,20025,484982,Clark County,2524286233,6604959,974.632,2.55,37.233831,-99.813869
KS,20027,484983,Clay County,1671328254,26673841,645.303,10.299,39.344964,-97.168853
KS,20029,484984,Cloud County,1852726621,6859887,715.342,2.649,39.487329,-97.64139
KS,20031,484985,Coffey County,1623643199,70451643,626.892,27.202,38.23645,-95.729137
KS,20033,484986,Comanche County,2041681125,3604153,788.298,1.392,37.181442,-99.251293
KS,20035,484987,Cowley County,2915656992,17314108,1125.742,6.685,37.234507,-96.837247
KS,20037,484988,Crawford County,1527463434,13609426,589.757,5.255,37.50582,-94.853897
KS,20039,484989,Decatur County,2314199312,1631670,893.517,0.63,39.783542,-100.459708
KS,20041,484990,Dickinson County,2193892430,12634272,847.067,4.878,38.867735,-97.157943
KS,20043,484991,Doniphan County,1018914915,12614908,393.405,4.871,39.788502,-95.147225
KS,20045,484992,Douglas County,1180720703,48581683,455.879,18.757,38.896415,-95.290946
KS,20047,484993,Edwards County,1610699190,206413,621.894,0.08,37.883595,-99.304746
KS,20049,484994,Elk County,1668638185,16061128,644.265,6.201,37.456026,-96.244642
KS,20051,484995,Ellis County,2330762263,1197085,899.912,0.462,38.914596,-99.317329
KS,20053,484996,Ellsworth County,1854030766,19270049,715.845,7.44,38.700845,-98.205355
KS,20055,485326,Finney County,3372118248,1794398,1301.982,0.693,38.049808,-100.739967
KS,20057,484997,Ford County,2844508241,2097359,1098.271,0.81,37.688416,-99.884748
KS,20059,484998,Franklin County,1480858186,13918274,571.763,5.374,38.558019,-95.278962
KS,20061,484999,Geary County,996162685,51451918,384.621,19.866,39.002156,-96.768037
KS,20063,485000,Gove County,2775599149,245369,1071.665,0.095,38.917239,-100.48736
KS,20065,481811,Graham County,2327173519,599356,898.527,0.231,39.354972,-99.879894
KS,20067,485099,Grant County,1488724887,892323,574.8,0.345,37.547537,-101.299362
KS,20069,485001,Gray County,2250356168,1113338,868.867,0.43,37.744513,-100.451716
KS,20071,485002,Greeley County,2016057984,0,778.404,0,38.480404,-101.80597
KS,20073,485003,Greenwood County,2961133007,24155643,1143.3,9.327,37.879347,-96.241732
KS,20075,485327,Hamilton County,2580947447,2904549,996.509,1.121,37.995244,-101.793689
KS,20077,485004,Harper County,2075276144,3913474,801.269,1.511,37.188184,-98.06659
KS,20079,485005,Harvey County,1397961197,2503283,539.756,0.967,38.050144,-97.436706
KS,20081,485328,Haskell County,1495773052,910409,577.521,0.352,37.554979,-100.879952
KS,20083,485006,Hodgeman County,2227369160,826344,859.992,0.319,38.087493,-99.898407
KS,20085,485007,Jackson County,1699600369,4666514,656.219,1.802,39.411145,-95.794485
KS,20087,485008,Jefferson County,1379361374,62426286,532.574,24.103,39.239644,-95.375314
KS,20089,485009,Jewell County,2356321281,11859451,909.781,4.579,39.77701,-98.222584
KS,20091,485010,Johnson County,1226234393,16691945,473.452,6.445,38.883907,-94.82233
KS,20093,485011,Kearny County,2254696586,1133601,870.543,0.438,37.994461,-101.308136
KS,20095,485012,Kingman County,2236099555,8536500,863.363,3.296,37.552951,-98.144529
KS,20097,485013,Kiowa County,1871626651,596764,722.639,0.23,37.561231,-99.286539
KS,20099,485014,Labette County,1671305806,20261080,645.295,7.823,37.191468,-95.297473
KS,20101,485015,Lane County,1858093492,551220,717.414,0.213,38.481286,-100.466185
KS,20103,485016,Leavenworth County,1198762670,15869351,462.845,6.127,39.189511,-95.038977
KS,20105,485017,Lincoln County,1863226676,2748359,719.396,1.061,39.047276,-98.214265
KS,20107,485018,Linn County,1538618893,31937036,594.064,12.331,38.216549,-94.844932
KS,20109,485019,Logan County,2779042518,274632,1072.994,0.106,38.913269,-101.157407
KS,20111,485020,Lyon County,2194958185,20561715,847.478,7.939,38.455498,-96.161589
KS,20113,485021,McPherson County,2326520576,6030190,898.275,2.328,38.395812,-97.647489
KS,20115,485022,Marion County,2445701271,24448816,944.291,9.44,38.359647,-97.102771
KS,20117,485023,Marshall County,2331449973,12753730,900.178,4.924,39.782709,-96.521243
KS,20119,485024,Meade County,2533234398,3258258,978.087,1.258,37.243886,-100.360094
KS,20121,485025,Miami County,1490957045,37798210,575.662,14.594,38.566772,-94.832963
KS,20123,485026,Mitchell County,1817632928,44979981,701.792,17.367,39.393026,-98.207362
KS,20125,485027,Montgomery County,1666728644,20601461,643.528,7.954,37.189537,-95.742403
KS,20127,485028,Morris County,1800764521,19710513,695.279,7.61,38.688204,-96.651448
KS,20129,485135,Morton County,1889988362,507796,729.729,0.196,37.185249,-101.809516
KS,20131,485029,Nemaha County,1858124408,5208990,717.426,2.011,39.791043,-96.005381
KS,20133,485030,Neosho County,1480106508,16374123,571.472,6.322,37.564283,-95.315683
KS,20135,485031,Ness County,2783590403,667491,1074.75,0.258,38.480437,-99.908745
KS,20137,485032,Norton County,2274122701,8421464,878.044,3.252,39.783867,-99.899235
KS,20139,485033,Osage County,1827283237,37107138,705.518,14.327,38.648409,-95.707596
KS,20141,485034,Osborne County,2311575395,4806274,892.504,1.856,39.348261,-98.767942
KS,20143,485035,Ottawa County,1866689484,1561331,720.733,0.603,39.137963,-97.654802
KS,20145,485036,Pawnee County,1953531683,992041,754.263,0.383,38.181477,-99.234772
KS,20147,485037,Phillips County,2294398019,22493382,885.872,8.685,39.784506,-99.34215
KS,20149,485038,Pottawatomie County,2178231530,54102536,841.02,20.889,39.382187,-96.337113
KS,20151,485039,Pratt County,1903738841,1772008,735.038,0.684,37.647594,-98.74012
KS,20153,485040,Rawlins County,2769775729,415527,1069.416,0.16,39.786198,-101.076738
KS,20155,485041,Reno County,3251332271,43417478,1255.346,16.764,37.948185,-98.078346
KS,20157,485042,Republic County,1857983298,7966959,717.371,3.076,39.82891,-97.650921
KS,20159,485043,Rice County,1880933851,4484689,726.233,1.732,38.347178,-98.201415
KS,20161,485044,Riley County,1579317982,31537411,609.778,12.177,39.291211,-96.727489
KS,20163,485045,Rooks County,2306481663,11962259,890.538,4.619,39.346006,-99.324492
KS,20165,485358,Rush County,1858997545,544720,717.763,0.21,38.523592,-99.309183
KS,20167,485046,Russell County,2295402918,34126777,886.26,13.176,38.91604,-98.770949
KS,20169,485047,Saline County,1865381415,2809966,720.228,1.085,38.786327,-97.650153
KS,20171,485048,Scott County,1858536845,306079,717.585,0.118,38.481877,-100.90636
KS,20173,485049,Sedgwick County,2583572692,30038008,997.523,11.598,37.681045,-97.461054
KS,20175,485050,Seward County,1655865960,2777350,639.333,1.072,37.180623,-100.854932
KS,20177,485051,Shawnee County,1409000695,30325984,544.018,11.709,39.041805,-95.755664
KS,20179,485052,Sheridan County,2320518302,647342,895.957,0.25,39.350542,-100.441206
KS,20181,485053,Sherman County,2735193469,548248,1056.064,0.212,39.351352,-101.719859
KS,20183,484969,Smith County,2319241842,3884267,895.464,1.5,39.78466,-98.785429
KS,20185,485054,Stafford County,2051389760,7435417,792.046,2.871,38.03563,-98.719889
KS,20187,485055,Stanton County,1762104517,178555,680.352,0.069,37.565932,-101.789383
KS,20189,485056,Stevens County,1883604192,464936,727.264,0.18,37.200969,-101.317577
KS,20191,481812,Sumner County,3060391148,8627526,1181.624,3.331,37.236662,-97.493352
KS,20193,485057,Thomas County,2783425155,288241,1074.687,0.111,39.357706,-101.083438
KS,20195,485058,Trego County,2303731641,26281951,889.476,10.148,38.921302,-99.865423
KS,20197,485059,Wabaunsee County,2057225072,13781477,794.299,5.321,38.955154,-96.201262
KS,20199,485060,Wallace County,2366348107,140932,913.652,0.054,38.926626,-101.771103
KS,20201,485061,Washington County,2317419409,10139631,894.761,3.915,39.776714,-97.095611
KS,20203,485062,Wichita County,1861078210,61987,718.566,0.024,38.481922,-101.347434
KS,20205,485063,Wilson County,1477377648,12056867,570.419,4.655,37.558515,-95.745175
KS,20207,485064,Woodson County,1289347402,19251488,497.82,7.433,37.888197,-95.75849
KS,20209,485065,Wyandotte County,392647715,11890108,151.602,4.591,39.115384,-94.763087
KY,21001,516847,Adair County,1049678094,18430783,405.283,7.116,37.105559,-85.28138
KY,21003,516848,Allen County,891830403,19492346,344.338,7.526,36.75077,-86.192458
KY,21005,516849,Anderson County,522745701,6311536,201.833,2.437,38.005396,-84.986417
KY,21007,516850,Ballard County,638843940,70008724,246.659,27.031,37.051323,-89.010367
KY,21009,516851,Barren County,1262728183,32263857,487.542,12.457,36.963671,-85.925162
KY,21011,516852,Bath County,722081571,13486212,278.797,5.207,38.152249,-83.737641
KY,21013,516853,Bell County,929806701,5480741,359,2.116,36.72268,-83.681046
KY,21015,516854,Boone County,637462183,26777115,246.126,10.339,38.974595,-84.731431
KY,21017,516855,Bourbon County,750369636,4850382,289.719,1.873,38.202562,-84.20986
KY,21019,516856,Boyd County,414053932,5581247,159.867,2.155,38.360004,-82.681406
KY,21021,516857,Boyle County,467270907,6460537,180.414,2.494,37.618104,-84.868352
KY,21023,516858,Bracken County,532533653,8636823,205.612,3.335,38.680365,-84.115235
KY,21025,516859,Breathitt County,1275350089,7392268,492.415,2.854,37.506632,-83.28304
KY,21027,516860,Breckinridge County,1469049378,47702032,567.203,18.418,37.777988,-86.432919
KY,21029,516861,Bullitt County,769295034,8386208,297.026,3.238,37.969928,-85.702641
KY,21031,516862,Butler County,1103562551,13947933,426.088,5.385,37.207013,-86.682471
KY,21033,516863,Caldwell County,893006769,8700648,344.792,3.359,37.148642,-87.870509
KY,21035,516864,Calloway County,997205947,66492726,385.023,25.673,36.620978,-88.274086
KY,21037,516865,Campbell County,391914324,20981940,151.319,8.101,38.946981,-84.379583
KY,21039,516866,Carlisle County,490632724,24722530,189.434,9.545,36.857726,-88.975757
KY,21041,516867,Carroll County,332993896,22650069,128.57,8.745,38.668394,-85.124024
KY,21043,516868,Carter County,1060590189,6800548,409.496,2.626,38.309549,-83.048796
KY,21045,516869,Casey County,1150557995,3892620,444.233,1.503,37.321962,-84.92822
KY,21047,516870,Christian County,1858332177,16928286,717.506,6.536,36.892059,-87.492986
KY,21049,516871,Clark County,653878186,6973063,252.464,2.692,37.970133,-84.144974
KY,21051,516872,Clay County,1215348970,4763609,469.249,1.839,37.157317,-83.718433
KY,21053,516873,Clinton County,510864252,21164150,197.246,8.172,36.728865,-85.153426
KY,21055,516874,Crittenden County,932275445,28974077,359.954,11.187,37.358149,-88.10501
